age,gender,frequency,account_age,card_type,loan_id,loan_date,amount,duration,payments,status,loan_year,loan_month,client_district_habitants,client_district_mun_under_499,client_district_mun_under_1999,client_district_mun_under_9999,client_district_mun_higher_10000,client_district_cities,client_district_inhab_ration,client_district_average_salary,client_district_95_unemp,client_district_96_unemp,client_district_entrepren,client_district_95_crimes,client_district_96_crimes,account_district_habitants,account_district_mun_under_499,account_district_mun_under_1999,account_district_mun_under_9999,account_district_mun_higher_10000,account_district_cities,account_district_inhab_ration,account_district_average_salary,account_district_95_unemp,account_district_96_unemp,account_district_entrepren,account_district_95_crimes,account_district_96_crimes,credit count,credit balance mean,credit balance min,credit balance max,credit amount mean,credit amount min,credit amount max,credit amount std,withdrawal count,withdrawal balance mean,withdrawal balance min,withdrawal balance max,withdrawal amount mean,withdrawal amount min,withdrawal amount max,withdrawal amount std,OPERATION A amount mean,OPERATION A count,OPERATION B amount mean,OPERATION B count,OPERATION C amount mean,OPERATION C count,OPERATION D amount mean,OPERATION D count,OPERATION E amount mean,OPERATION E count,OPERATION F amount mean,OPERATION F count,balance_to_loan_ratio,balance_on_request
54,1,1,6,0,6624,94-09-30,71460,12,5955,1,94,9,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,20,52379.0,200.0,82549.0,13134.0,36.0,48487.0,15214.0,23.0,44177.0,18825.0,76721.0,8085.0,15.0,24300.0,6055.0,21751.0,12,0.0,0.0,8257.0,19.0,7268.0,4.0,0.0,0.0,208.0,8.0,0.7419815281276239,53022.0
32,1,2,6,0,6642,94-06-05,77640,12,6470,1,94,6,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325,22,64370.0,700.0,117490.0,18777.0,138.0,58227.0,20932.0,38.0,50476.0,23158.0,88680.0,10060.0,30.0,35000.0,9777.0,1400.0,2,40759.0,10.0,10060.0,38.0,0.0,0.0,0.0,0.0,270.0,10.0,0.3970350334878928,30825.8
27,1,1,4,0,6644,96-10-20,93600,24,3900,1,96,10,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487,21,46015.0,900.0,96108.0,10913.0,52.0,45287.0,15826.0,34.0,36412.0,18310.0,77349.0,5969.0,15.0,42900.0,9685.0,20652.0,11,0.0,0.0,9387.0,19.0,1638.0,15.0,0.0,0.0,200.0,10.0,0.28029700854700856,26235.8
58,1,1,6,0,6645,94-11-06,140400,36,3900,1,94,11,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,22,50661.0,400.0,115000.0,11884.0,101.0,44739.0,18021.0,23.0,36775.0,26565.0,52079.0,10138.0,15.0,63200.0,13903.0,28742.0,9,0.0,0.0,10138.0,23.0,0.0,0.0,0.0,0.0,213.0,13.0,0.20136609686609686,28271.8
31,2,2,6,0,6647,94-06-01,208320,48,4340,1,94,6,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,33,47616.0,200.0,82982.0,12820.0,79.0,39060.0,14198.0,52.0,41615.0,19910.0,74636.0,7286.0,30.0,29700.0,7733.0,1200.0,3,27776.0,15.0,7286.0,52.0,0.0,0.0,0.0,0.0,188.0,15.0,0.21209245391705067,44183.1
54,2,3,6,0,6650,94-02-17,49320,12,4110,-1,94,2,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198,5273,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198,5273,17,56886.0,900.0,126833.0,15663.0,166.0,45628.0,16806.0,32.0,41099.0,13173.0,78968.0,7831.0,100.0,62700.0,11840.0,22109.0,12,0.0,0.0,8604.0,22.0,6131.0,10.0,0.0,0.0,193.0,5.0,0.31779399837794,15673.6
41,1,1,4,0,6659,96-02-20,56100,60,935,1,96,2,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,28,22284.0,1000.0,45346.0,4958.0,44.0,13986.0,5047.0,40.0,18670.0,9184.0,34646.0,3086.0,15.0,10700.0,3019.0,8615.0,16,0.0,0.0,2177.0,31.0,6216.0,9.0,0.0,0.0,83.0,12.0,0.27463814616755794,15407.2
31,2,1,5,0,6667,96-07-15,155880,24,6495,1,96,7,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166,51,69208.0,1000.0,164649.0,17473.0,104.0,49818.0,17540.0,91.0,59931.0,20857.0,157394.0,9303.0,15.0,60700.0,10010.0,26873.0,33,0.0,0.0,9516.0,75.0,8305.0,16.0,0.0,0.0,239.0,18.0,0.2858904285347703,44564.6
34,1,1,6,0,6668,94-07-30,74736,36,2076,1,94,7,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,26,41908.0,700.0,62084.0,11194.0,16.0,30918.0,11538.0,41.0,35380.0,20412.0,48311.0,6288.0,15.0,20000.0,5798.0,20662.0,14,0.0,0.0,6313.0,33.0,6184.0,8.0,0.0,0.0,149.0,12.0,0.4448150824234639,33243.7
30,2,1,4,0,6676,95-06-13,29784,24,1241,1,95,6,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261,9,25933.0,200.0,49220.0,6736.0,59.0,17241.0,6670.0,3.0,32706.0,28347.0,37920.0,7567.0,3300.0,11300.0,4027.0,10054.0,6,0.0,0.0,7567.0,3.0,0.0,0.0,0.0,0.0,99.0,3.0,1.2731768734891218,37920.3
23,2,1,6,0,6678,94-05-20,80340,12,6695,1,94,5,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,22,68431.0,1100.0,122524.0,20307.0,148.0,61260.0,21671.0,30.0,56472.0,21980.0,121024.0,11913.0,15.0,39200.0,11386.0,5100.0,3,42882.0,10.0,11913.0,30.0,0.0,0.0,0.0,0.0,292.0,9.0,1.1120562608912123,89342.6
23,1,1,6,0,6686,94-08-25,224604,36,6239,1,94,8,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,34,63737.0,200.0,109178.0,20475.0,33.0,56152.0,21196.0,59.0,53901.0,15574.0,98476.0,11116.0,15.0,40000.0,10674.0,200.0,1,40738.0,17.0,11116.0,59.0,0.0,0.0,0.0,0.0,213.0,16.0,0.1793708037256683,40287.4
19,2,1,6,0,6687,93-09-13,87840,24,3660,1,93,9,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,14,46956.0,500.0,65848.0,7332.0,51.0,32938.0,11714.0,3.0,43342.0,42707.0,43848.0,19600.0,15200.0,22000.0,3816.0,1300.0,2,24704.0,4.0,19600.0,3.0,0.0,0.0,0.0,0.0,154.0,8.0,0.49917805100182155,43847.8
59,2,1,5,0,6694,95-03-19,134784,24,5616,1,95,3,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,30,46141.0,900.0,112839.0,8822.0,12.0,43785.0,14458.0,25.0,41442.0,15467.0,88439.0,9938.0,15.0,58800.0,13051.0,20137.0,13,0.0,0.0,9938.0,25.0,0.0,0.0,0.0,0.0,170.0,17.0,0.12033104819563153,16218.7
29,2,1,6,0,6696,94-05-09,89040,60,1484,1,94,5,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590,44,31562.0,800.0,46550.0,3735.0,25.0,15843.0,5250.0,43.0,28494.0,16890.0,46536.0,3140.0,15.0,11400.0,3263.0,8965.0,18,0.0,0.0,2249.0,35.0,7041.0,8.0,0.0,0.0,115.0,26.0,0.3291307277628032,29305.8
20,1,2,4,0,6698,96-03-10,247728,48,5161,1,96,3,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,23,67481.0,200.0,108390.0,14308.0,32.0,48620.0,18937.0,27.0,53729.0,24694.0,94927.0,10242.0,30.0,57900.0,13127.0,29684.0,11,0.0,0.0,12219.0,21.0,3322.0,6.0,0.0,0.0,213.0,12.0,0.21213467997158172,52551.7
37,2,1,6,0,6699,94-03-30,7656,24,319,1,94,3,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717,36,44061.0,600.0,73069.0,7746.0,9.0,31677.0,11094.0,45.0,48351.0,32358.0,72869.0,5389.0,15.0,21700.0,6560.0,19681.0,14,0.0,0.0,5752.0,37.0,3708.0,8.0,0.0,0.0,151.0,22.0,4.7483150470219435,36353.1
38,2,1,6,0,6704,95-06-01,417060,60,6951,1,95,6,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888,41,59253.0,200.0,127509.0,10539.0,68.0,43656.0,14229.0,33.0,57441.0,25774.0,98909.0,10640.0,15.0,52700.0,12071.0,19478.0,22,0.0,0.0,13054.0,25.0,3095.0,8.0,0.0,0.0,188.0,19.0,0.19416558768522513,80978.7
34,2,1,5,0,6712,95-10-14,266220,60,4437,1,95,10,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542,53,35763.0,900.0,66744.0,7942.0,83.0,33190.0,11465.0,91.0,34434.0,15736.0,63400.0,4206.0,15.0,23840.0,4892.0,19859.0,21,0.0,0.0,5399.0,52.0,2616.0,39.0,0.0,0.0,121.0,32.0,0.14333859214183758,38159.6
56,2,1,5,0,6715,96-05-06,220620,60,3677,1,96,5,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542,54,43023.0,1100.0,70273.0,7748.0,96.0,33096.0,11386.0,74.0,32445.0,11682.0,67228.0,5297.0,15.0,20500.0,4875.0,1633.0,3,24011.0,17.0,5603.0,50.0,4660.0,24.0,0.0,0.0,156.0,34.0,0.1197937630314568,26428.9
35,2,1,6,0,6721,94-01-21,21072,24,878,1,94,1,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892,13,20461.0,1100.0,33467.0,3013.0,48.0,9738.0,3766.0,2.0,28824.0,26781.0,30867.0,4150.0,2600.0,5700.0,2192.0,5531.0,7,0.0,0.0,4150.0,2.0,0.0,0.0,0.0,0.0,76.0,6.0,1.4648348519362187,30867.0
51,2,1,6,0,6725,95-06-23,265320,36,7370,1,95,6,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,64,35820.0,700.0,61993.0,6441.0,34.0,26409.0,9264.0,84.0,35374.0,19584.0,61193.0,4487.0,15.0,17700.0,3663.0,16972.0,24,0.0,0.0,4653.0,67.0,3835.0,17.0,0.0,0.0,123.0,40.0,0.1330084426353083,35289.8
44,2,1,5,0,6726,95-09-03,85860,60,1431,1,95,9,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674,47,31212.0,1000.0,44714.0,3868.0,5.0,16713.0,5517.0,49.0,29741.0,16468.0,43614.0,2907.0,15.0,10300.0,2533.0,9417.0,19,0.0,0.0,2570.0,40.0,4403.0,9.0,0.0,0.0,102.0,28.0,0.4584998835313301,39366.8
54,2,1,6,0,6729,94-08-11,74688,12,6224,1,94,8,87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198,87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198,49,57281.0,1100.0,104902.0,13497.0,96.0,56019.0,19697.0,63.0,41643.0,11374.0,79681.0,10038.0,15.0,38400.0,8947.0,1100.0,1,40847.0,16.0,9174.0,51.0,13711.0,12.0,0.0,0.0,209.0,32.0,0.3873888710368466,28933.3
47,2,1,4,0,6732,96-09-19,174048,48,3626,1,96,9,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,38,75344.0,600.0,127068.0,12972.0,146.0,49461.0,15882.0,31.0,70056.0,37892.0,123022.0,14154.0,15.0,46800.0,14942.0,22214.0,22,0.0,0.0,14154.0,31.0,0.0,0.0,0.0,0.0,264.0,16.0,0.31106591285162716,54140.4
54,2,2,4,0,6734,96-05-30,173016,36,4806,1,96,5,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,47,67037.0,300.0,123928.0,14460.0,39.0,49769.0,15904.0,47.0,56561.0,18865.0,92346.0,12580.0,30.0,62700.0,15246.0,23306.0,29,0.0,0.0,12580.0,47.0,0.0,0.0,0.0,0.0,207.0,18.0,0.5105400656586674,88331.6
64,1,3,5,0,6736,94-06-14,288360,60,4806,1,94,6,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,8,32183.0,800.0,58496.0,8081.0,9.0,27116.0,11969.0,2.0,37327.0,31358.0,43296.0,10600.0,6000.0,15200.0,6505.0,16118.0,4,0.0,0.0,10600.0,2.0,0.0,0.0,0.0,0.0,44.0,4.0,0.15068074628936054,43450.3
50,1,1,6,0,6737,95-03-11,76680,24,3195,1,95,3,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,53,72114.0,1000.0,104676.0,13582.0,92.0,57554.0,19988.0,90.0,57527.0,27161.0,97375.0,7696.0,15.0,38700.0,8035.0,800.0,2,41755.0,17.0,8252.0,64.0,6326.0,26.0,0.0,0.0,247.0,34.0,0.35460615545122587,27191.2
57,2,1,6,0,6738,94-09-29,230220,36,6395,-1,94,9,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,38,34330.0,-2652.0,130801.0,7840.0,5.0,47953.0,12905.0,44.0,21897.0,-2720.0,71597.0,6627.0,7.0,59800.0,11094.0,17420.0,17,0.0,0.0,7906.0,25.0,4944.0,19.0,0.0,0.0,84.0,21.0,0.02747589262444618,6325.5
28,1,1,6,0,6745,95-04-10,47304,24,1971,1,95,4,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,76,77735.0,400.0,148093.0,15647.0,38.0,49060.0,17036.0,91.0,61227.0,10954.0,115493.0,12382.0,15.0,59900.0,14813.0,28136.0,42,0.0,0.0,13151.0,77.0,8151.0,14.0,0.0,0.0,220.0,34.0,1.3203598004397092,62458.3
61,1,1,3,0,6751,96-07-14,85716,36,2381,1,96,7,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181,15,30759.0,800.0,52783.0,5781.0,52.0,21430.0,7647.0,4.0,33507.0,28482.0,37883.0,12550.0,7600.0,15900.0,3733.0,3700.0,2,15716.0,5.0,12550.0,4.0,0.0,0.0,0.0,0.0,92.0,8.0,0.4260219795604088,36516.9
27,1,1,5,0,6764,95-08-26,33984,48,708,1,95,8,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,36,37963.0,600.0,55078.0,5088.0,18.0,20196.0,7009.0,34.0,39249.0,27519.0,54278.0,4079.0,15.0,14700.0,5212.0,12881.0,14,0.0,0.0,4079.0,34.0,0.0,0.0,0.0,0.0,129.0,22.0,1.3084216101694917,44465.4
55,1,2,5,0,6785,95-12-25,125340,60,2089,1,95,12,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,57,58384.0,500.0,110933.0,10958.0,69.0,49974.0,14031.0,70.0,45252.0,13791.0,94079.0,8651.0,30.0,45200.0,10852.0,21364.0,29,0.0,0.0,9778.0,57.0,3713.0,13.0,0.0,0.0,180.0,28.0,0.1516435295994894,19007.0
42,2,1,3,0,6805,96-12-21,45024,48,938,1,96,12,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,20,40108.0,800.0,63659.0,8545.0,41.0,31636.0,12066.0,19.0,43981.0,29536.0,62959.0,6974.0,15.0,22100.0,7719.0,21191.0,8,0.0,0.0,8630.0,13.0,3388.0,6.0,0.0,0.0,114.0,12.0,0.8525297619047619,38384.3
44,2,1,6,0,6808,94-10-12,227880,36,6330,1,94,10,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,45,48970.0,1100.0,153214.0,8119.0,24.0,49115.0,13055.0,38.0,40593.0,12668.0,103202.0,8201.0,15.0,64600.0,12551.0,17233.0,21,0.0,0.0,8201.0,38.0,0.0,0.0,0.0,0.0,145.0,24.0,0.2357231876426189,53716.6
40,1,2,5,0,6810,96-06-08,186384,48,3883,1,96,6,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,82,68616.0,700.0,129557.0,13976.0,67.0,49424.0,17260.0,108.0,56235.0,18205.0,113652.0,10417.0,30.0,60600.0,12788.0,28416.0,40,0.0,0.0,11671.0,89.0,4541.0,19.0,0.0,0.0,223.0,42.0,0.11285196154176323,21033.8
42,2,1,4,0,6816,96-03-26,100224,48,2088,-1,96,3,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,15,27579.0,700.0,46487.0,4006.0,26.0,18792.0,6490.0,3.0,30854.0,27505.0,33669.0,9567.0,6600.0,15100.0,4796.0,1550.0,2,14094.0,4.0,9567.0,3.0,0.0,0.0,0.0,0.0,68.0,9.0,0.3131695003192848,31387.1
47,1,1,3,0,6817,96-10-04,70656,48,1472,1,96,10,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,29,35069.0,600.0,55343.0,5129.0,37.0,22317.0,7387.0,24.0,29720.0,14802.0,55329.0,5261.0,15.0,26080.0,6161.0,13322.0,11,0.0,0.0,5059.0,20.0,6270.0,4.0,0.0,0.0,122.0,18.0,0.3181060348731884,22476.1
28,2,1,4,0,6818,96-12-12,155616,48,3242,1,96,12,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,70,42717.0,200.0,75294.0,6449.0,24.0,26388.0,9143.0,102.0,45214.0,18983.0,70674.0,3830.0,15.0,36960.0,5002.0,17115.0,26,0.0,0.0,4988.0,66.0,1709.0,36.0,0.0,0.0,145.0,44.0,0.390024804647337,60694.1
34,2,1,6,0,6820,93-12-16,38148,12,3179,1,93,12,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,18,37601.0,900.0,62325.0,8068.0,10.0,32706.0,11579.0,11.0,37235.0,24135.0,54292.0,8863.0,15.0,20600.0,6191.0,1350.0,2,23621.0,6.0,10564.0,7.0,5887.0,4.0,0.0,0.0,80.0,10.0,1.2510695187165777,47725.8
46,1,1,6,0,6836,94-08-03,189300,60,3155,1,94,8,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,42,32678.0,800.0,61043.0,6503.0,44.0,28413.0,9622.0,60.0,32127.0,12805.0,58426.0,4143.0,15.0,24960.0,5124.0,16893.0,16,0.0,0.0,5076.0,42.0,1964.0,18.0,0.0,0.0,109.0,26.0,0.12969889064976228,24552.0
42,2,1,5,0,6841,94-08-07,172080,48,3585,1,94,8,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316,25,61098.0,200.0,119139.0,10714.0,19.0,45518.0,13937.0,17.0,60223.0,35677.0,85940.0,12332.0,15.0,40100.0,12006.0,22140.0,12,0.0,0.0,12332.0,17.0,0.0,0.0,0.0,0.0,167.0,13.0,0.33826940957694096,58209.4
63,1,1,6,0,6863,93-07-28,127080,60,2118,1,93,7,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,15,28024.0,800.0,49590.0,5010.0,49.0,19065.0,6801.0,9.0,33457.0,20273.0,47680.0,6097.0,66.0,14800.0,5391.0,2250.0,2,13981.0,5.0,7733.0,6.0,2824.0,3.0,0.0,0.0,93.0,8.0,0.15952785646836637,20272.8
52,1,1,3,0,6865,96-09-11,29448,12,2454,-1,96,9,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,9,29107.0,800.0,43791.0,7488.0,64.0,22090.0,8907.0,2.0,28396.0,27917.0,28875.0,11800.0,9700.0,13900.0,2970.0,800.0,1,16568.0,4.0,11800.0,2.0,0.0,0.0,0.0,0.0,80.0,4.0,1.4870483564248844,43790.6
38,1,1,6,0,6876,93-12-21,86616,12,7218,1,93,12,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,12,24322.0,800.0,48353.0,4879.0,30.0,17859.0,6562.0,3.0,31282.0,26274.0,37253.0,7100.0,2200.0,11100.0,4518.0,9696.0,6,0.0,0.0,7100.0,3.0,0.0,0.0,0.0,0.0,63.0,6.0,0.43009490163480185,37253.1
19,2,1,6,0,6888,94-07-11,39576,12,3298,1,94,7,105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,4340,4505,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,53,52173.0,300.0,103467.0,9203.0,21.0,49603.0,15029.0,62.0,46186.0,5436.0,99450.0,7482.0,15.0,38400.0,8982.0,22968.0,21,0.0,0.0,7840.0,39.0,6874.0,23.0,0.0,0.0,171.0,32.0,0.6039291489791793,23901.1
25,1,1,6,0,6895,94-09-19,41904,12,3492,1,94,9,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,63,37854.0,900.0,129123.0,7939.0,1.0,48546.0,14137.0,80.0,34684.0,7917.0,78224.0,5762.0,15.0,51700.0,7916.0,19071.0,26,0.0,0.0,7002.0,50.0,3694.0,30.0,0.0,0.0,116.0,37.0,0.9355837151584574,39204.7
40,2,1,6,0,6903,94-06-04,52128,24,2172,1,94,6,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,94812,15,13,8,2,10,81.8,9650,3.38,3.67,100,2985,2804,39,38757.0,248.0,59944.0,6245.0,39.0,44473.0,12442.0,32.0,27003.0,144.0,58845.0,5772.0,0.0,27300.0,6911.0,18474.0,13,0.0,0.0,5772.0,32.0,0.0,0.0,0.0,0.0,130.0,26.0,1.128852056476366,58844.8
55,2,2,6,0,6919,94-08-05,120888,36,3358,1,94,8,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,36,47279.0,600.0,116468.0,13124.0,85.0,48618.0,16119.0,60.0,36974.0,13447.0,86729.0,7007.0,30.0,49200.0,9846.0,22375.0,21,0.0,0.0,7953.0,48.0,3225.0,12.0,0.0,0.0,172.0,15.0,0.4302693402157369,52014.4
59,2,1,3,0,6921,96-10-29,86184,12,7182,1,96,10,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,16,73466.0,300.0,128146.0,23036.0,105.0,64642.0,24068.0,26.0,51609.0,24708.0,98754.0,12516.0,15.0,50500.0,12644.0,300.0,1,45788.0,8.0,15784.0,20.0,1622.0,6.0,0.0,0.0,281.0,7.0,0.500760001856493,43157.5
27,1,2,6,0,6929,95-05-08,36396,12,3033,1,95,5,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736,2807,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,56,68748.0,800.0,125888.0,16955.0,93.0,48143.0,17421.0,102.0,52064.0,18262.0,106378.0,8863.0,30.0,51700.0,11107.0,27769.0,34,0.0,0.0,9720.0,83.0,5119.0,19.0,0.0,0.0,242.0,22.0,1.2496043521266074,45480.6
34,2,1,4,0,6933,95-09-09,188688,48,3931,1,95,9,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,12,45622.0,400.0,71256.0,10950.0,70.0,35378.0,13612.0,10.0,38100.0,23580.0,61414.0,10782.0,15.0,24500.0,9505.0,350.0,2,25944.0,5.0,11224.0,9.0,6803.0,1.0,0.0,0.0,197.0,5.0,0.12496661154922412,23579.7
38,1,1,3,0,6940,96-11-22,228276,36,6341,1,96,11,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,13,39902.0,500.0,60237.0,7594.0,66.0,22288.0,8426.0,7.0,44188.0,32655.0,53849.0,6431.0,15.0,9100.0,3043.0,12235.0,8,0.0,0.0,6431.0,7.0,0.0,0.0,0.0,0.0,168.0,5.0,0.23527615693283568,53707.9
33,1,1,3,0,6944,96-11-15,46176,48,962,1,96,11,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,11,32286.0,1000.0,54705.0,8385.0,64.0,18109.0,9313.0,6.0,36046.0,29482.0,41305.0,8919.0,700.0,13400.0,4419.0,13092.0,7,0.0,0.0,8780.0,5.0,9613.0,1.0,0.0,0.0,148.0,4.0,0.8386412855162855,38725.1
29,2,2,5,0,6949,95-12-12,104712,24,4363,1,95,12,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,50,56042.0,300.0,119752.0,13282.0,66.0,48996.0,14758.0,58.0,49221.0,911.0,97503.0,10931.0,30.0,44800.0,9539.0,19442.0,34,0.0,0.0,10357.0,47.0,13386.0,11.0,0.0,0.0,193.0,16.0,0.287601230040492,30115.3
